,Close,Signal,capital,shares
393,888.4500122070312,1.0,13.015625,1
394,879.75,1.0,13.015625,1
395,862.8499755859375,1.0,13.015625,1
396,860.9500122070312,1.0,13.015625,1
397,849.4500122070312,1.0,13.015625,1
398,841.2999877929688,1.0,13.015625,1
399,857.4000244140625,1.0,13.015625,1
400,867.7999877929688,1.0,13.015625,1
401,862.9000244140625,1.0,13.015625,1
402,860.0,1.0,13.015625,1
403,852.2999877929688,1.0,13.015625,1
404,845.4500122070312,1.0,13.015625,1
405,847.6500244140625,1.0,13.015625,1
406,851.5,1.0,13.015625,1
407,842.5,1.0,13.015625,1
408,825.2000122070312,1.0,13.015625,1
409,850.25,1.0,13.015625,1
410,847.7999877929688,1.0,13.015625,1
411,831.75,1.0,13.015625,1
412,828.6500244140625,1.0,13.015625,1
413,842.2999877929688,1.0,13.015625,1
414,839.25,1.0,13.015625,1
415,832.9500122070312,1.0,13.015625,1
416,849.7999877929688,1.0,13.015625,1
417,839.4500122070312,1.0,13.015625,1
418,849.0999755859375,1.0,13.015625,1
419,871.75,1.0,13.015625,1
420,869.9000244140625,1.0,13.015625,1
421,872.75,1.0,13.015625,1
422,851.9000244140625,1.0,13.015625,1
423,870.9500122070312,1.0,13.015625,1
424,844.6500244140625,1.0,13.015625,1
425,838.75,1.0,13.015625,1
426,839.0499877929688,1.0,13.015625,1
427,839.2000122070312,1.0,13.015625,1
428,826.4500122070312,1.0,13.015625,1
429,820.5,1.0,13.015625,1
430,836.4500122070312,1.0,13.015625,1
431,823.5,1.0,13.015625,1
432,818.8499755859375,1.0,13.015625,1
433,816.9000244140625,1.0,13.015625,1
434,794.7999877929688,1.0,13.015625,1
435,779.4000244140625,1.0,13.015625,1
436,781.6500244140625,1.0,13.015625,1
437,764.5999755859375,1.0,13.015625,1
438,760.25,1.0,13.015625,1
439,758.8499755859375,-1.0,771.8656005859375,0
440,770.0499877929688,-1.0,771.8656005859375,0
441,757.8499755859375,-1.0,771.8656005859375,0
442,759.5999755859375,-1.0,771.8656005859375,0
443,748.5499877929688,-1.0,771.8656005859375,0
444,750.25,-1.0,771.8656005859375,0
445,756.0999755859375,-1.0,771.8656005859375,0
446,784.5,-1.0,771.8656005859375,0
447,767.75,-1.0,771.8656005859375,0
448,777.7999877929688,-1.0,771.8656005859375,0
449,780.0,-1.0,771.8656005859375,0
450,790.2999877929688,-1.0,771.8656005859375,0
451,781.4000244140625,-1.0,771.8656005859375,0
